variableMetadata	database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	reliability	sample_mean	sample_sd	sample_CV	pool_mean	pool_sd	pool_CV	poolCV_over_sampleCV	PCA_XLOAD-p1	PCA_XLOAD-p2	gender_ttest_Male.Female_dif	gender_ttest_Male.Female_fdr	gender_ttest_Male.Female_sig	gender_OPLSDA_XLOAD-h1	gender_OPLSDA_XLOAD-o1	gender_OPLSDA_VIP_pred	gender_OPLSDA_VIP_ortho	gender_OPLSDA_COEFF	gender_tier_S
Dimethylguanosine	CHEBI:25307				Dimethylguanosine	310.114597	NA	[(M-H)]-	1	4.71	4	3.08283713443258	0.267301756154748	0.0867064150646241	991569.91581336	39297.9137318125	0.039632014954364	0.45708284588661	0.166412988714211	0.103116643913199	0.00937372845001061	0.747995179851169	0	-0.00650569649769167	-0.147402311842905	0.0669106287615904	1.35635336822408	0.00562332630982425	
FMNH2	CHEBI:16048	C17H23N4O9P	Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)c2cc1C	InChI=1S/C17H23N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,18,22-24H,5-6H2,1-2H3,(H2,27,28,29)(H2,19,20,25,26)/t11-,12+,14-/m0/s1	FMNH2	457.113076	NA	[(M-H)]-	1	5.7	4	1.38048128540247	0.461774555250344	0.334502582637849	28822.5725028238	7393.54664809865	0.256519318231372	0.766867975154303	0.0956084679434801	0.170693161530798	0.122934216488437	0.161334901876253	0	0.0624441036434444	-0.0330991150479003	0.642233193435826	1.3053836740985	0.0255583851003347	
Fumaric acid	CHEBI:18012	C4H4O4	OC(=O)C=CC(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	Fumaric acid	115.00314	NA	[(M-H)]-	1	1.1	5	2.5403748292767	0.407490672878546	0.160405727604602	363136.073013292	22224.118569824	0.0612005257021394	0.381535788129697	0.0343346114030088	-0.221112337390747	-0.191382167372949	0.00726253157469891	1	-0.0813581098135511	-0.134516932586087	0.836762410360021	1.15093290725672	-0.0451113608421044	
Gentisic acid	CHEBI:17189	C7H6O4	OC(=O)c1cc(O)ccc1O	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)	Gentisic acid	NA	NA		NA	NA	5	3.08959690552932	0.527635206478935	0.170778008462738	1366275.11986724	62088.3617804195	0.0454435280841917	0.266097072411446	0.0472552963717713	-0.00403938944031597	-0.0428146237221831	0.668149364778123	0	-0.0388716858164663	-0.0437914973997197	0.399792541801729	0.377168164904878	-0.00824469140806635	
Gluconic acid and/or isomers					Gluconic acid and/or isomers	195.049814	NA	[(M-H)]-	1	0.88	4	3.75592629822295	0.327537838083609	0.0872056084376781	4177387.28233723	71110.0766535704	0.0170226200846249	0.195200978349806	0.138012416776659	-0.0723584767590373	-0.137156699584347	0.000255749950706702	1	-0.14913519693464	-0.175127713833704	1.5338449620146	1.15787087566707	-0.0584313036211549	
Glucuronic acid and/or isomers					Glucuronic acid and/or isomers	193.034589	NA	[(M-H)]-	1	0.85	4	2.67723377980982	0.290128227538236	0.108368656381904	331806.202391759	11377.5957408161	0.0342898826447575	0.316418822467596	0.100816827037668	-0.154197368979395	-0.123559811109717	0.00134716012979938	1	-0.127075963162796	-0.183112659809563	1.30696730146023	1.37778094452082	-0.0524377551936042	
Glu-Val					Glu-Val	245.112506	NA	[(M-H)]-	1	4.4	4	3.08633427223833	0.237677097642184	0.0770095124757216	1040927.28680715	32545.6747499117	0.0312660405413517	0.406002317586529	0.105346248534805	0.0913777755165228	0.090756626942778	0.0102712905362638	1	0.0935057943190201	-0.0954042527106684	0.961700487097348	1.14179449020378	0.0421952692499675	
Glyceric acid	CHEBI:33508	C3H6O4	OCC(O)C(O)=O	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)	Glyceric acid	105.018901	NA	[(M-H)]-	1	0.92	5	2.9214987592254	0.242174454317194	0.0828939096935997	646166.879585113	24995.1780580671	0.0386822334102234	0.466647472090583	0.0574485786503335	-0.060930311088274	-0.137552155292429	0.00107759818806449	1	-0.131811947715524	-0.0796214185354996	1.35567656792243	0.66306501712039	-0.0536089929969295	
Glycocholic acid isomer 2					Glycocholic acid isomer 2	464.30083	NA	[(M-H)]-	1	7.75	4	1.53469317584667	0.632534464637547	0.412156953971327	52836.4971625722	8012.61007996668	0.151649153714955	0.367940301027906	0.0759636578729182	0.0733347266591492	0.0454658542930411	0.719319348103393	0	-0.00265268695779417	-0.0370258553947209	0.027282697912	0.981717440579086	0.00685944208943919	
Glycocholic acid isomer 3					Glycocholic acid isomer 3	464.30083	NA	[(M-H)]-	1	7.12	4	1.33292829128542	0.672912288329729	0.504837576581708	41357.4726528154	5485.39258557351	0.132633650794425	0.262725393170011	0.0572860988172424	0.0375633276445549	-0.0648246175204787	0.637437472011622	0	-0.0333605968510662	-0.0310249373831229	0.34311138122702	0.639854875430559	-0.0091527349182061	
Heptylmalonic acid	CHEBI:70747	C10H18O4	CCCCCCCC(C(O)=O)C(O)=O	InChI=1S/C10H18O4/c1-2-3-4-5-6-7-8(9(11)12)10(13)14/h8H,2-7H2,1H3,(H,11,12)(H,13,14)	Heptylmalonic acid	201.112663	NA	[(M-H)]-	1	6.05	4	3.64765683129597	0.32342697658893	0.0886670516299693	3776919.87450886	171763.035065493	0.0454770132204164	0.512896418505082	0.134554367822982	0.0039000862379577	-0.0593658707084641	0.179830914900848	0	-0.0540606265738668	-0.146410111083206	0.556009724183479	1.08329125974132	-0.0233916470216005	
Hexanoylglycine	CHEBI:64390	C8H15NO3	CCCCCC(=O)NCC(O)=O	InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)	Hexanoylglycine	172.097037	NA	[(M-H)]-	1	6.45	5	2.92680934466613	0.401162208865162	0.137064687727695	958792.554799079	149374.432283955	0.155794318110092	1.13664810895427	0.115401176548925	0.0211738269801105	-0.092660708256584	0.150923003654401	0	-0.068289518154882	-0.0958657975506754	0.702352868626821	1.0983656494698	-0.0254023688170665	
Hippuric acid	CHEBI:18089	C9H9NO3	OC(=O)CNC(=O)c1ccccc1	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	Hippuric acid	178.050869	NA	[(M-H)]-	1	5.87	5	5.24104749484444	0.25931947719103	0.0494785589037533	143653839.17996	4637045.84603256	0.0322793033064962	0.652389722370179	0.0886560910104154	-0.155905465855657	-0.0933545787600245	0.0228208901426669	1	-0.103414141404857	-0.179029129524516	1.06360713671383	1.47871413570803	-0.0384296176619958	
Hydroxybenzyl alcohol isomer					Hydroxybenzyl alcohol isomer	123.044469	NA	[(M-H)]-	1	6.19	4	2.76139927938191	0.379909722922692	0.137578699958134	707379.93142354	24187.6209553503	0.0341932529901927	0.248535950700202	0.0878198681623585	-0.083364753941617	-0.141174164407496	0.0133381246318787	1	-0.115420446106782	-0.11357117126354	1.18709113216213	0.754575452095522	-0.0403402036332254	
Hydroxyphenyllactic acid	CSID 9010	C9H10O4	c1cc(ccc1CC(C(=O)O)O)O	InChI=1/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	Hydroxyphenyllactic acid	181.049264	NA	[(M-H)]-	1	5.22	5	4.12879201952837	0.426554601937911	0.103312203647069	15517843.8965243	531872.588401227	0.0342749026184208	0.331760444637394	0.0714351691689764	-0.122033697350169	-0.0472585277999586	0.52731681494926	0	-0.0278978047264773	-0.145084317743044	0.286926950247216	1.01131111323564	-0.0120549419780047	
Hydroxysuberic acid isomer 1					Hydroxysuberic acid isomer 1	189.075793	NA	[(M-H)]-	1	4.9	4	2.49716497107902	0.281103398638374	0.11256901401949	250051.50848286	29736.772496766	0.118922587898742	1.05644158771926	0.074715556750268	0.054359436324861	0.02955704919904	0.591622297507966	0	0.0359275108153885	-0.0710155774786755	0.369511909962206	0.69297005482541	0.0106064363300337	
Hydroxysuberic acid isomer 2					Hydroxysuberic acid isomer 2	189.075793	NA	[(M-H)]-	1	5.15	4	2.36052981957509	0.345189953947612	0.146234100109673	212500.920226187	32595.6677025122	0.153390713168758	1.04893942694432	0.093821624031714	0.066887871027879	0.0254701832270543	0.718279132655839	0	0.0243556394118815	-0.0841286360110077	0.250496030289423	0.835195020747973	0.00713288101540546	
Isovalerylalanine isomer					Isovalerylalanine isomer	172.097036	NA	[(M-H)]-	1	6.5	4	2.40341990396597	0.339144234627253	0.141109023049871	206276.030779514	36468.1005153085	0.176792719820602	1.25288033323085	0.113809428112803	0.0123521046111885	-0.0611461033996115	0.286414297130871	0	-0.0648237608173525	-0.105341560848049	0.666707799313877	0.96222412111632	-0.0194198138527506	
Ketoleucine	CHEBI:48430	C6H10O3	CC(C)CC(=O)C(O)=O	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	Ketoleucine	129.055733	NA	[(M-H)]-	1	5.7	5	3.01692643337892	0.297333622929968	0.0985551452764322	1661290.39816535	117628.450655054	0.0708054719301077	0.718435062233525	0.108068920456945	0.140160340982951	0.0750932038547019	0.170321137735585	0	0.0264335797463882	-0.0503130671277085	0.271867499794686	1.3375031330411	0.0248866721562713	
Kynurenic acid	CHEBI:18344	C10H7NO3	OC(=O)c1cc(O)c2ccccc2n1	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	Kynurenic acid	188.034174	NA	[(M-H)]-	1	5.39	5	3.61827791555589	0.314107995422919	0.0868114619036004	3376880.47416288	121548.618969919	0.0359943503774888	0.414626704679373	0.146442833636169	0.0705216734929328	0.021696169504045	0.559799980450546	0	0.0306830375423806	-0.139364571850211	0.315572872943676	1.39643811480539	0.0113000685648715	
Malic acid	CHEBI:6650	C4H6O5	OC(CC(O)=O)C(O)=O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	Malic acid	133.013511	NA	[(M-H)]-	1	1.08	5	2.70588580801783	0.251422988173487	0.0929170726379115	455610.344205852	48548.3017483153	0.106556627534296	1.14679277455863	0.102233785686467	-0.0181154148244093	-0.228762445174478	8.3619492693354e-09	1	-0.241196141472887	-0.0602126630994517	2.48068527121526	0.700363837521078	-0.0859713667839681	plsda
Methoxysalicylic acid isomer					Methoxysalicylic acid isomer	167.033931	NA	[(M-H)]-	1	NA	4	2.46308389159285	0.482696675711956	0.195972486913469	292910.25710938	16538.1370322845	0.0564614472551869	0.28810905114511	0.048376995970102	-0.0768453309443596	-0.00189645150720441	0.978290200861964	0	0.00660954366026162	-0.104321143072522	0.0679786894903883	0.731116804562123	-0.000389106046496945	
Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate					Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate	158.08207	NA	[(M-H)]-	1	4.6	4	3.07006884431828	0.417347080443761	0.135940625962228	999713.008352453	46645.6163550544	0.046659007100375	0.343230780129993	0.088695971979565	0.069997104564375	0.161436692996529	0.0143108874708758	1	0.110551776536293	-0.0919848317560168	1.1370172096683	1.00107995977677	0.0406030029072252	
Methylinosine	CHEBI:24844				Methylinosine	281.088049	NA	[(M-H)]-	1	4.45	4	2.11978276765866	0.319151978077187	0.150558813358832	121912.492465423	7897.55997613561	0.0647805636356381	0.430267496073076	0.142609892595151	0.128213429511129	0.053136531571202	0.33565706823836	0	0.0417070334087225	-0.103837198379803	0.428953891431678	1.54044691571965	0.0176417274022687	
Mevalonic acid isomer 1					Mevalonic acid isomer 1	147.065655	NA	[(M-H)]-	1	4.55	4	2.01584048403963	0.704609854509115	0.349536513473088	263531.465429623	20385.4358206791	0.0773548456061809	0.221306909648902	0.0714002488449312	0.0625386588577328	-0.0330133389097962	0.800350208487353	0	-0.0205361029759566	-0.0350113937051439	0.211212367948855	0.888553004035066	-0.00451078602229828	
Monoethyl phthalate	CHEBI:70973	C10H10O4	C=1C=CC(=C(C1)C(=O)OCC)C(=O)O	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	Monoethyl phthalate	193.049576	NA	[(M-H)]-	1	7.45	4	2.16987845067805	0.728078813892918	0.335538985451193	335985.72891891	29572.6216285816	0.088017493254063	0.262316741333969	0.0455942713398982	-0.0514852402681254	-0.368521686626702	0.00295576888706595	1	-0.120820175380453	-0.0437555821457614	1.24262696617651	0.336308439869138	-0.0487417161969461	
N2-Acetylaminoadipic acid					N2-Acetylaminoadipic acid	202.070946	NA	[(M-H)]-	1	4.05	4	2.93164534241755	0.331349936338342	0.113025246111488	735570.973184366	30741.2186974235	0.0417923216359959	0.36976094345127	0.127628990122234	0.102429821902805	-0.0449252495233501	0.389566441213527	0	-0.0103334220614529	-0.0793121014634241	0.106278515703281	1.54381986633816	-0.0163478500905763	
N4-Acetylcytidine	CHEBI:70989	C11H15N3O6	CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1	N4-Acetylcytidine	284.087683	NA	[(M-H)]-	1	4.51	5	2.49886771292834	0.53283552522375	0.213230785474169	242240.043936932	14027.6198784069	0.0579079315311676	0.271573972784444	0.112476431396896	0.155877812209309	0.184500685753483	0.0504741066900813	0	0.0608367294541338	-0.0620396196949079	0.625701463481918	1.32580169779334	0.0345267069541631	
N-Acetyl-aspartic acid	CHEBI:21547	C6H9NO5	CC(=O)N[C@@H](CC(O)=O)C(O)=O	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	N-Acetyl-aspartic acid	174.039751	NA	[(M-H)]-	1	1.04	5	2.55256429407541	0.224679465803561	0.0880210799489165	260877.781343311	19514.1875469236	0.074802029695443	0.849819494817091	0.143544497632568	-0.0287465787840646	-0.101183038900737	0.000296725423718423	1	-0.16537034430283	-0.150463729622475	1.70082230545939	1.02166845373562	-0.0584149355755154	
N-Acetylisoleucine	CHEBI:84056	C8H15NO3	CCC(C)C(NC(C)=O)C(O)=O	InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)	N-Acetylisoleucine	172.097037	NA	[(M-H)]-	1	6.08	5	3.16275060023262	0.292314960884639	0.0924242843754862	1261583.68543549	75529.3285226709	0.0598686630103326	0.647759010684985	0.12781068399117	0.0545744999020872	0.0113491756619308	0.747995179851169	0	0.00877059542329493	-0.119175153868045	0.0902049541650789	1.18872334036574	0.00567637361869018	
N-Acetylleucine	CHEBI:17786	C8H15NO3	[C@@H](CC(C)C)(NC(=O)C)C(O)=O	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1	N-Acetylleucine	172.097037	NA	[(M-H)]-	1	6.23	5	2.49808438867576	0.567339843213201	0.227109959049041	394033.947289917	23050.8449765464	0.0584996423153012	0.257582901957501	0.00532237443107031	0.000906210449293068	-0.0431630303482766	0.718279132655839	0	-0.0149929783476799	-0.00407341166683577	0.154201722845221	0.0288193286940475	-0.0075430321602197	
N-Acetyltryptophan	CHEBI:70976	C13H14N2O3	CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)	N-Acetyltryptophan	245.092205	NA	[(M-H)]-	1	6.68	5	2.14648975652567	0.334971685226365	0.156055571291686	135389.515745032	10466.8996179699	0.0773095284400115	0.495397426699435	0.0704127836233595	-0.0483921870527926	-0.0660881083389091	0.269865029579576	0	-0.0663868691676636	-0.078400823864578	0.682784258241667	0.668748649123954	-0.0206972211083523	
N-Acetyltryptophan isomer 3					N-Acetyltryptophan isomer 3	NA	NA		NA	NA	4	3.02190967658373	0.418226950414204	0.138398229985156	1023050.14964974	36730.7853396444	0.0359032109542428	0.259419581869606	0.0600031661605885	0.0410118958106956	-0.0530381409440062	0.463119572275518	0	-0.0850514966834841	-0.0357562420922343	0.87474863332857	0.249215677557398	-0.0138565844281299	
Nicotinuric acid isomer					Nicotinuric acid isomer	179.045043	NA	[(M-H)]-	1	5.31	4	2.96959988629324	0.27461878141078	0.0924766944793929	721237.106824801	30753.6548252207	0.0426401450150169	0.461090713233902	0.0983949054638732	-0.0790700738090817	-0.0807002316908676	0.0100500155873089	1	-0.0935757180509705	-0.146902119179882	0.962419647739382	1.0066471693425	-0.042288187418272	
o-Hydroxyphenylacetic acid	CHEBI:28478	C8H8O3	OC(=O)Cc1ccccc1O	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	o-Hydroxyphenylacetic acid	194.045742	NA	[(M-H)]-	1	6.4	5	3.12251419295882	0.388304230831145	0.124356274090526	855144.117468934	208359.5372701	0.243654295239504	1.95932450551015	0.108271970912733	-0.036779377373243	-0.0923067959592418	0.151536162072284	0	-0.0757783216140312	-0.133825175555583	0.779374683016938	0.895954570730397	-0.0258725491142869	
Oxoglutaric acid	CHEBI:30915	C5H6O5	OC(=O)CCC(=O)C(O)=O	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	Oxoglutaric acid	NA	NA		NA	NA	4	3.70811117178287	0.43628836618895	0.117657844109129	5723618.38852888	237765.124782092	0.0415410512445439	0.353066568226543	0.110956497164935	0.0970756506233348	-0.271732592898346	0.000156336041855984	1	-0.167633529608253	-0.0239870554477691	1.72409900640042	1.2523541555603	-0.0602694788069112	randomforest|svm
p-Anisic acid	CHEBI:40813	C8H8O3	COc1ccc(cc1)C(O)=O	InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)	p-Anisic acid	151.03922	NA	[(M-H)]-	1	7.24	5	2.84044410338955	1.01676364396367	0.35795939189592	2561762.81144166	112591.017541119	0.0439506019207754	0.122780971573319	0.0628212044540406	-0.0697906149424407	-0.973659211574361	1.96332022223136e-10	1	-0.251537603521456	-0.0459839062339819	2.58704647761789	0.303845523833089	-0.0907028281275957	plsda|svm
Pantothenic acid	CHEBI:7916	C9H17NO5	CC(C)(CO)C(O)C(=O)NCCC(O)=O	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	Pantothenic acid	218.102478	NA	[(M-H)]-	1	4.77	5	3.55996102221651	0.298253681870028	0.0837800414130177	3012837.77207209	131428.160471926	0.0436227140041251	0.520681456685781	0.13167769011366	0.0134554009081631	-0.213378735012995	1.53204284204769e-07	1	-0.21039030605892	-0.0988605005855231	2.16384943083967	0.812857959673678	-0.0790482825393834	
Pentose	CHEBI:25901				Pentose	149.044667	NA	[(M-H)]-	1	0.95	4	4.21277539565999	0.25906170982625	0.0614943085010266	12766760.9622012	414200.450218165	0.0324436598636488	0.527588010248252	0.0523356789531179	-0.236019527625323	-0.0983447403562332	0.0069996059357184	1	-0.104162527346661	-0.169276116092341	1.0713042332415	1.52963203714068	-0.0467132875803466	
Phenol sulfate	CHEBI:27905	C6H6O4S	OS(=O)(=O)Oc1ccccc1	InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	Phenol sulfate	NA	NA		NA	NA	5	4.72541370317511	0.267311713207471	0.0565689545928768	721237.106824801	30753.6548252207	0.0426401450150169	0.753772901088509	0.0580576901582357	0.000219554171117664	0.0342527361497078	0.498713631465241	0	0.033549856883383	-0.0781342873639463	0.345057907285567	0.555716759460258	0.0130551539279055	
Phe-Tyr-Asp (and isomers)					Phe-Tyr-Asp (and isomers)	442.160874	NA	[(M-H)]-	1	5.85	4	3.64793099869399	0.328900254944701	0.0901607664899506	3755038.22100991	256900.877327083	0.0684149833388353	0.758811021714871	0.109579075427467	-0.116603991242396	-0.104781474852794	0.00374816897940544	1	-0.14345382724005	-0.172145673419623	1.47541247617285	1.29647105206523	-0.0480522625421056	
p-Hydroxyhippuric acid	CHEBI:71018	C9H9NO4	OC(=O)CNC(=O)c1ccc(O)cc1	InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)	p-Hydroxyhippuric acid	194.045742	NA	[(M-H)]-	1	4.85	4	4.16656713679275	0.302685291069155	0.072646205168831	12932499.5952587	722361.241582596	0.0558562740529625	0.768880823480753	0.113741176867824	-0.104457513732308	-0.152712272013189	2.04693434311259e-05	1	-0.162233414699871	-0.153375296299603	1.6685592061603	1.01768049049405	-0.066157047327841	
p-Hydroxymandelic acid	CHEBI:16388	C8H8O4	OC(C(O)=O)c1ccc(O)cc1	InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)	p-Hydroxymandelic acid	NA	NA		NA	NA	5	3.14095384553311	0.324093829004791	0.103183250994184	1377341.49622642	53427.7395483356	0.0387904812965518	0.375937770159405	0.127413766348663	-7.22847261373833e-05	0.0719966077743726	0.139817916737406	0	0.0515938128005451	-0.161734469880863	0.530638718839276	1.18237878271504	0.0265816405221389	
p-Hydroxyphenylacetic acid	CHEBI:18101	C8H8O3	OC(=O)Cc1ccc(O)cc1	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	p-Hydroxyphenylacetic acid	NA	NA		NA	NA	5	2.84864493015512	0.339916380165258	0.119325640260384	714081.099709478	76395.1715215962	0.106983886777955	0.896570817005481	0.0880467119206971	-0.0611861488272594	-0.0585840317944015	0.310066379978009	0	-0.0391328473316623	-0.118874813074364	0.402478569530857	0.843759395251375	-0.0185314485400895	
Porphobilinogen	CHEBI:17381	C10H14N2O4	NCc1[nH]cc(CCC(O)=O)c1CC(O)=O	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	Porphobilinogen	225.087982	NA	[(M-H)]-	1	4.51	5	3.31541405917708	0.315084824812579	0.095036342124575	1741354.10801836	74205.6744987611	0.0426137763462747	0.448394534065883	0.124002463995326	-0.0274990176258939	0.0138851376626845	0.732759392072027	0	0.0410858334462676	-0.169152999318956	0.422564893714173	1.22125772865097	0.00621084453080714	
Pyridoxic acid isomer 1					Pyridoxic acid isomer 1	NA	NA		NA	NA	4	3.84963712574472	0.393977286707329	0.102341408771382	7012087.40352052	261188.455547612	0.0372483171582372	0.363961348640854	0.120736447617149	0.0651103158456731	-0.0526837121113095	0.33565706823836	0	-0.0665078314592259	-0.0834599375329021	0.684028346862731	1.12074955640166	-0.0177079197448383	
Pyridylacetylglycine	CHEBI:16180	C3H4NO3R	OC(=O)CNC([*])=O		Pyridylacetylglycine	193.060966	NA	[(M-H)]-	1	4.64	4	3.21900163627358	0.289580477739403	0.0899597174714799	1352599.81500522	57105.0928713064	0.0422187643660783	0.469307436180677	0.147745695670265	0.119973472467448	0.00319319628200176	0.923931891579816	0	-0.0221003264089727	-0.107546151643179	0.227300295423469	1.2863246266005	0.00167626777958578	
Pyrocatechol sulfate	CHEBI:68505	C6H6O5S	C=1C=CC=C(C1OS(O)(=O)=O)O	InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)	Pyrocatechol sulfate	188.98656	NA	[(M-H)]-	1	4.88	4	4.76097152909052	0.399074597945841	0.0838220929294393	51092681.5576649	3350031.4666121	0.0655677362095616	0.782224994844211	0.0910747577943399	-0.215354582383989	-0.0906451911592754	0.0133381246318787	1	-0.096336876801274	-0.20495429188353	0.990817970372313	1.57827554999902	-0.041532317126577	
Pyroglutamic acid	CHEBI:18183	C5H7NO3	OC(=O)[C@@H]1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	Pyroglutamic acid	NA	NA		NA	NA	5	3.22209777566061	0.220285795164465	0.0683671975532463	1484230.74124993	53882.1004767168	0.0363030484271877	0.531000973075046	0.0877871061448366	-0.148911178976374	-0.0465406085885451	0.286414297130871	0	-0.0505014519816748	-0.175818918967757	0.51940386500755	1.24326087772367	-0.0202781191159462	
Pyrroledicarboxylic acid	CSID 68052	C12H17NO4	CCOC(=O)c1c(c([nH]c1C)C(=O)OCC)C	InChI=1/C12H17NO4/c1-5-16-11(14)9-7(3)10(13-8(9)4)12(15)17-6-2/h13H,5-6H2,1-4H3	Pyrroledicarboxylic acid	154.013753	NA	[(M-H)]-	1	5.2	4	2.37003635280761	0.568394020401735	0.239825021978418	305211.924856654	16270.0420554577	0.0533073603303642	0.222276057312991	0.0442396228654101	-0.167909195876546	-0.0761041426620079	0.498713631465241	0	-0.0396576613442458	-0.130770707354249	0.407876244564932	1.03893156760538	-0.0132081175030672	
Pyruvic acid	CHEBI:32816	C3H4O3	CC(=O)C(O)=O	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	Pyruvic acid	87.008516	NA	[(M-H)]-	1	1.04	5	3.2570211288413	0.218515515022014	0.067090604075925	3407167.09189122	113113.876536799	0.0331988051909755	0.49483538936995	0.121543531746672	0.0431007824939604	-0.10081022193515	0.00777263785628284	1	-0.140922129494889	-0.074445297709495	1.44937414376323	1.08708422492945	-0.043697349721131	
Quinic acid	CHEBI:17521	C7H12O6	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	Quinic acid	191.055248	NA	[(M-H)]-	1	0.89	5	3.67407354394874	0.743728622738899	0.202426166445098	6972335.50675212	130913.870619347	0.0187761863284645	0.0927557274743775	0.0178820340768577	-0.190871962765794	-0.0635982431787565	0.668149364778123	0	0.0133770906566893	-0.125950562250835	0.13758243212813	1.1264971221987	-0.00846573326138723	
Salicylic acid	CHEBI:16914	C7H6O3	OC(=O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	Salicylic acid	137.023583	NA	[(M-H)]-	1	7.51	5	2.14398453125829	0.646673473469331	0.301622266411504	462585.90152046	74914.0186370157	0.161946177760245	0.536917183492353	-0.00836317871273501	-0.0881268429847115	-0.149751607058312	0.201950652294438	0	-0.0538836061769793	-0.0359849398284845	0.554189081910424	0.826129657811388	-0.0224621940946823	
